This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network
"KCKI","WILLIAMSBURG",-79.8569,33.7172,20,"ASOS"
"KCKN","CROOKSTON MU",-96.6200,47.8500,273,"ASOS"
"KCKP","CHEROKEE MUN",-95.5558,42.7317,374,"ASOS"
"KCKV","CLARKSVILLE/",-87.4150,36.6219,168,"ASOS"
"KCLE","CLEVELAND/HO",-81.8528,41.4050,241,"ASOS"
"KCLI","CLINTONVILLE",-88.7314,44.6139,251,"ASOS"
"KCLK","CLINTON REGI",-98.9328,35.5383,492,"ASOS"
"KCLL","COLLEGE STAT",-96.3617,30.5822,97,"ASOS"
"KCLM","PORT ANGELES",-123.5053,48.1222,87,"ASOS"
"KCLS","CHEHALIS-CEN",-122.9828,46.6769,54,"ASOS"
"KCLT","CHARLOTTE/DO",-80.9486,35.2133,228,"ASOS"
"KCMA","CAMARILLO (A",-119.0800,34.2200,23,"ASOS"
"KCMH","PORT COLUMBU",-82.8764,39.9950,248,"ASOS"
"KCMI","CHAMPAIGN/UR",-88.2733,40.0322,229,"ASOS"
"KCMR","H.A. CLARK M",-112.1947,35.3056,2036,"ASOS"
"KCMX","HOUGHTON CO.",-88.4889,47.1683,334,"ASOS"
"KCMY","MCCOY (USA-A",-90.7378,43.9583,255,"ASOS"
"KCNB","MEYERS FIELD",-96.2625,44.7281,363,"ASOS"
"KCNC","CHARITON",-93.3700,41.0300,320,"ASOS"
"KCNK","CONCORDIA(AW",-97.6506,39.5514,453,"ASOS"
"KCNM","CARLSBAD/CAV",-104.2633,32.3375,1004,"ASOS"
"KCNO","CHINO AIRPOR",-117.6236,33.9756,198,"ASOS"
"KCNU","CHANUTE/MART",-95.4842,37.6703,305,"ASOS"
"KCNY","MOAB/CANYONL",-109.7447,38.7600,1388,"ASOS"
"KCOD","CODY MUNI (A",-109.0200,44.5200,1553,"ASOS"
"KCOE","COEUR D'ALEN",-116.8200,47.7700,707,"ASOS"
"KCOF","PATRICK AFB/",-80.6000,28.2300,3,"ASOS"
"KCOM","COLEMAN MUNI",-99.4036,31.8411,517,"ASOS"
"KCON","CONCORD MUNI",-71.5011,43.1953,105,"ASOS"
"KCOQ","CLOQUET (AWO",-92.5000,46.7000,390,"ASOS"
"KCOS","COLORADO SPR",-104.7108,38.8158,1881,"ASOS"
"KCOT","COTULLA MUNI",-99.2203,28.4583,145,"ASOS"
"KCOU","COLUMBIA REG",-92.2183,38.8169,271,"ASOS"
"KCPC","WHITEVILLE/C",-78.7150,34.2728,30,"ASOS"
"KCPK","CHESAPEAKE",-76.3206,36.6656,6,"ASOS"
"KCPR","CASPER/NATRO",-106.4731,42.8975,1630,"ASOS"
"KCPS","CAHOKIA/ST.",-90.1561,38.5708,126,"ASOS"
"KCPT","CLEBURNE MUN",-97.4339,32.3539,260,"ASOS"
"KCPW","WOLF CREEK P",-106.8003,37.4514,3584,"ASOS"
"KCQB","CHANDLER MUN",-96.8203,35.7239,300,"ASOS"
"KCQC","CLINES CORNE",-105.6600,35.0000,2160,"ASOS"
"KCQM","COOK MUNI AI",-92.6894,47.8219,405,"ASOS"
"KCQT","LOS ANGELES",-118.2800,34.0200,56,"ASOS"
"KCQW","CHERAW MUNIC",-79.9569,34.7128,73,"ASOS"
"KCQX","CHATHAM MUNI",-69.9933,41.6875,20,"ASOS"
"KCRE","NORTH MYRTLE",-78.7239,33.8117,10,"ASOS"
"KCRG","JACKSONVILLE",-81.5147,30.3361,12,"ASOS"
"KCRP","CORPUS CHRIS",-97.5128,27.7731,13,"ASOS"
"KCRQ","CARLSBAD/PAL",-117.2758,33.1300,100,"ASOS"
"KCRS","CORSICANA",-96.3989,32.0311,136,"ASOS"
"KCRW","CHARLESTON/K",-81.5914,38.3794,299,"ASOS"
"KCSG","COLUMBUS MET",-84.9422,32.5161,121,"ASOS"
"KCSM","CLINTON-SHER",-99.2036,35.3567,585,"ASOS"
"KCSQ","CRESTON",-94.3700,41.0200,394,"ASOS"
"KCSV","CROSSVILLE M",-85.0850,35.9514,573,"ASOS"
"KCTB","CUT BANK (AW",-112.3761,48.6083,1175,"ASOS"
"KCTJ","WEST GEORGIA",-85.1522,33.6317,354,"ASOS"
"KCTY","CROSS CITY (",-83.1053,29.5500,12,"ASOS"
"KCUB","COLUMBIA OWE",-80.9944,33.9708,64,"ASOS"
"KCUH","CUSHING MUNI",-96.7731,35.9500,279,"ASOS"
"KCUL","CARMI MUNICI",-88.1231,38.0894,118,"ASOS"
"KCUT","CUSTER (RAMO",-103.6114,43.7331,1711,"ASOS"
"KCVB","CASTROVILLE",-98.8508,29.3419,235,"ASOS"
"KCVG","CINCINNATI/C",-84.6717,39.0431,273,"ASOS"
"KCVH","HOLLISTER MU",-121.4103,36.8933,70,"ASOS"
"KCVN","CLOVIS MUNI",-103.0800,34.4300,1284,"ASOS"
"KCVO","CORVALLIS MU",-123.2800,44.5000,75,"ASOS"
"KCVS","CANNON AFB/C",-103.3200,34.3800,1309,"ASOS"
"KCVX","CHARLEVOIX M",-85.2747,45.3047,204,"ASOS"
"KCWA","MOSINEE/CENT",-89.6700,44.7800,389,"ASOS"
"KCWC","KICKAPOO DOW",-98.4903,33.8578,304,"ASOS"
"KCWF","CHENAULT AIR",-93.1500,30.2200,4,"ASOS"
"KCWI","CLINTON MUNI",-90.3300,41.8300,216,"ASOS"
"KCWV","CLAXTON-EVAN",-81.8694,32.1950,34,"ASOS"
"KCXO","CONROE/MONTG",-95.4139,30.3567,74,"ASOS"
"KCXP","CARSON AIRPO",-119.7325,39.1922,1434,"ASOS"
"KCXY","HARRISBURG/C",-76.8514,40.2172,106,"ASOS"
"KCYS","CHEYENNE/WAR",-104.8069,41.1578,1876,"ASOS"
"KCZZ","CAMPO (AWRS)",-116.4683,32.6261,807,"ASOS"
"KD07","FAITH",-102.0192,45.0319,787,"ASOS"
"KD39","SAUK CENTRE",-94.9333,45.7067,379,"ASOS"
"KD50","CROSBY MUNIC",-103.2972,48.9286,594,"ASOS"
"KDAA","FORT BELVOIR",-77.1800,38.7200,21,"ASOS"
"KDAB","DAYTONA BEAC",-81.0600,29.1772,10,"ASOS"
"KDAG","BARSTOW-DAGG",-116.7867,34.8536,587,"ASOS"
"KDAL","DALLAS/LOVE",-96.8556,32.8525,148,"ASOS"
"KDAN","DANVILLE REG",-79.3361,36.5728,174,"ASOS"
"KDAW","ROCHESTER (W",-70.9222,43.2781,98,"ASOS"
"KDAY","DAYTON/JAMES",-84.2186,39.9061,307,"ASOS"
"KDBN","W H 'BUD' BA",-82.9853,32.5644,94,"ASOS"
"KDBQ","DUBUQUE MUNI",-90.7036,42.3978,328,"ASOS"
"KDCA","WASHINGTON/N",-77.0342,38.8483,4,"ASOS"
"KDCM","CHESTER CATA",-81.1958,34.7894,200,"ASOS"
"KDCU","DECATUR/PRYO",-86.9433,34.6581,180,"ASOS"
"KDDC","DODGE CITY(A",-99.9697,37.7728,790,"ASOS"
"KDDH","BENNINGTON S",-73.2464,42.8900,252,"ASOS"
"KDEC","DECATUR AIRP",-88.8656,39.8344,208,"ASOS"
"KDEH","DECORAH",-91.7300,43.2800,353,"ASOS"
"KDEN","DENVER INTNL",-104.6575,39.8328,1655,"ASOS"
"KDEQ","J LYNN HELMS",-94.3994,34.0469,108,"ASOS"
"KDET","DETROIT CITY",-83.0100,42.4092,191,"ASOS"
"KDEW","DEER PARK",-117.4283,47.9742,672,"ASOS"
"KDFI","DEFIANCE MEM",-84.4294,41.3364,215,"ASOS"
"KDFW","DALLAS/FT WO",-97.0219,32.8969,183,"ASOS"
"KDGW","DOUGLAS/CONV",-105.3819,42.7942,1502,"ASOS"
"KDHN","DOTHAN MUNIC",-85.4497,31.3214,122,"ASOS"
"KDHT","DALHART MUNI",-102.5472,36.0233,1216,"ASOS"
"KDIJ","DRIGGS-REED",-111.0978,43.7419,1898,"ASOS"
"KDIK","DICKINSON MU",-102.8019,46.7972,790,"ASOS"
"KDKB","DE KALB",-88.7083,41.9319,279,"ASOS"
"KDKK","DUNKIRK AIRP",-79.2758,42.4931,211,"ASOS"
"KDKR","HOUSTON COUN",-95.4039,31.3069,106,"ASOS"
"KDLH","DULUTH INTL",-92.2261,46.8428,435,"ASOS"
"KDLL","BARABOO/WISC",-89.7708,43.5219,298,"ASOS"
"KDLN","DILLON AIRPO",-112.5544,45.2575,1597,"ASOS"
"KDLS","THE DALLES M",-121.1672,45.6186,75,"ASOS"
"KDMA","DAVIS-MONTHA",-110.8800,32.1700,824,"ASOS"
"KDMH","BALTIMORE IN",-76.6100,39.2800,6,"ASOS"
"KDMN","DEMING MUNIC",-107.7206,32.2622,1315,"ASOS"
"KDMO","SEDALIA",-93.1744,38.7122,277,"ASOS"
"KDMW","CARROLL COUN",-77.0078,39.6083,240,"ASOS"
"KDNK","SELF STRIP/P",-93.0000,31.1667,114,"ASOS"
"KDNL","AUGUSTA",-82.0386,33.4669,128,"ASOS"
"KDNN","DALTON MUNI",-84.8692,34.7217,216,"ASOS"
"KDNS","DENISON",-95.3800,41.9800,388,"ASOS"
"KDNV","DANVILLE/VER",-87.5956,40.1994,212,"ASOS"
"KDOV","DOVER AFB",-75.4700,39.1300,9,"ASOS"
"KDPA","W. CHICAGO/D",-88.2511,41.8964,231,"ASOS"
"KDPL","KENANSVILLE/",-77.9817,35.0000,42,"ASOS"
"KDQH","DOUGLAS MUNI",-82.8606,31.4767,78,"ASOS"
"KDRA","MERCURY/DESE",-116.0278,36.6206,1007,"ASOS"
"KDRI","BEAUREGARD R",-93.3400,30.8317,62,"ASOS"
"KDRM","DRUMMOND ISL",-83.7439,46.0094,204,"ASOS"
"KDRO","DURANGO/LA P",-107.7597,37.1431,2038,"ASOS"
"KDRT","DEL RIO INTL",-100.9236,29.3747,304,"ASOS"
"KDSM","DES MOINES I",-93.6661,41.5378,291,"ASOS"
"KDSV","DANSVILLE MU",-77.7144,42.5694,201,"ASOS"
"KDTL","DETROIT LAKE",-95.8800,46.8300,426,"ASOS"
"KDTN","SHREVEPORT D",-93.7447,32.5425,54,"ASOS"
"KDTO","DENTON (ASOS",-97.1989,33.2061,195,"ASOS"
"KDTS","DESTIN",-86.4675,30.3933,6,"ASOS"
"KDTW","DETROIT METR",-83.3308,42.2314,194,"ASOS"
"KDUA","DURANT",-96.3944,33.9422,213,"ASOS"
"KDUC","HALLIBURTON",-97.9600,34.4708,339,"ASOS"
"KDUG","DOUGLAS BISB",-109.6036,31.4692,1266,"ASOS"
"KDUH","LAMBERTVILLE",-83.6553,41.7358,204,"ASOS"
"KDUJ","DU BOIS (AWO",-78.9000,41.1800,554,"ASOS"
"KDUX","MOORE COUNTY",-102.0131,35.8581,1129,"ASOS"
"KDVK","STUART POWEL",-84.7697,37.5781,312,"ASOS"
"KDVL","DEVILS LAKE(",-98.9200,48.1200,443,"ASOS"
"KDVN","QUAD CITIES/",-90.5914,41.6139,229,"ASOS"
"KDVO","GNOSS FIELD",-122.5561,38.1436,1,"ASOS"
"KDVT","DEER VALLEY/",-112.0656,33.6903,450,"ASOS"
"KDWH","HOUSTON/D.W.",-95.5561,30.0675,46,"ASOS"
"KDXR","DANBURY MUNI",-73.4844,41.3717,139,"ASOS"
"KDXX","MADISON",-96.1778,44.9861,330,"ASOS"
"KDYL","DOYLESTOWN A",-75.1225,40.3300,120,"ASOS"
"KDYR","DYERSBURG(AW",-89.4000,36.0000,103,"ASOS"
"KDYS","DYESS AFB/AB",-99.8569,32.4200,545,"ASOS"
"KDYT","DULUTH (SKY",-92.0433,46.7219,186,"ASOS"
"KDZB","HORSESHOE BA",-98.3589,30.5269,333,"ASOS"
"KE38","ALPINE-CASPA",-103.6836,30.3842,1376,"ASOS"
"KE80","ALEXANDER MU",-106.8336,34.6453,1583,"ASOS"
"KEAR","KEARNEY MUNI",-99.0000,40.7300,649,"ASOS"
"KEAT","WENATCHEE/PA",-120.2069,47.3989,381,"ASOS"
"KEAU","EAU CLAIRE C",-91.4850,44.8653,277,"ASOS"
"KEBG","EDINBURG INT",-98.1294,26.4419,24,"ASOS"
"KEBS","WEBSTER CITY",-93.8700,42.4300,342,"ASOS"
"KECG","ELIZABETH CI",-76.1828,36.2631,3,"ASOS"
"KECP","NW FLORIDA -",-85.7956,30.3583,21,"ASOS"
"KECS","MONDELL FIEL",-104.3181,43.8856,1272,"ASOS"
"KECU","EDWARDS COUN",-100.1739,29.9469,723,"ASOS"
"KEDC","AUSTIN EXECU",-97.5664,30.3975,187,"ASOS"
"KEDE","EDENTON",-76.5672,36.0278,6,"ASOS"
"KEDW","EDWARDS AFB",-117.8800,34.9000,702,"ASOS"
"KEED","NEEDLES AIRP",-114.6233,34.7661,300,"ASOS"
"KEEN","KEENE/DILLAN",-72.2700,42.9000,149,"ASOS"
"KEEO","MEEKER",-107.8897,40.0422,1948,"ASOS"
"KEET","ALABASTER",-86.7817,33.1783,178,"ASOS"
"KEFD","HOUSTON/ELLI",-95.1700,29.6000,10,"ASOS"
"KEFK","NEWPORT STAT",-72.2292,44.8889,283,"ASOS"
"KEFT","MONROE",-89.5908,42.6150,331,"ASOS"
"KEGE","EAGLE CO. RE",-106.9200,39.6500,1993,"ASOS"
"KEGI","DUKE FIELD /",-86.5167,30.6500,59,"ASOS"
"KEGV","EAGLE RIVER",-89.2692,45.9317,501,"ASOS"
"KEHA","ELKHART (AWO",-101.9000,37.0000,1099,"ASOS"
"KEHO","SHELBY MUNIC",-81.6011,35.2556,258,"ASOS"
"KEHR","HENDERSON CI",-87.6800,37.8200,117,"ASOS"
"KEHY","ELK MOUNTAIN",-106.4667,41.7333,2225,"ASOS"
"KEIK","ERIE MUNICIP",-105.0481,40.0103,1564,"ASOS"
"KEKO","ELKO",-115.7917,40.8250,1568,"ASOS"
"KEKQ","WAYNE COUNTY",-84.8561,36.8553,294,"ASOS"
"KELD","EL DORADO/GO",-92.8133,33.2208,84,"ASOS"
"KELM","ELMIRA/CORNI",-76.9028,42.1564,291,"ASOS"
"KELN","ELLENSBURG/B",-120.5292,47.0336,536,"ASOS"
"KELO","ELY MUNI (AW",-91.8300,47.8200,443,"ASOS"
"KELP","EL PASO INTL",-106.3758,31.8111,1206,"ASOS"
"KELY","ELY/YELLAND",-114.8453,39.2950,1907,"ASOS"
"KELZ","WELLSVILLE M",-77.9844,42.1075,647,"ASOS"
"KEMP","EMPORIA MUNI",-96.1939,38.3289,367,"ASOS"
"KEMV","EMPORIA-GREE",-77.4828,36.6869,39,"ASOS"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS"
"KENL","CENTRALIA",-89.0922,38.5147,163,"ASOS"
"KENV","WENDOVER (AU",-114.0300,40.7300,1292,"ASOS"
"KENW","KENOSHA",-87.9381,42.5950,226,"ASOS"
"KEOE","NEWBERRY COU",-81.6397,34.3092,173,"ASOS"
"KEOK","KEOKUK MUNI",-91.4300,40.4700,205,"ASOS"
"KEPH","EPHRATA MUNI",-119.5158,47.3075,389,"ASOS"
"KEQY","MONROE",-80.6206,35.0169,207,"ASOS"
"KERI","ERIE INTL AI",-80.1825,42.0800,223,"ASOS"
"KERV","KERRVILLE MU",-99.0800,29.9800,493,"ASOS"
"KERY","NEWBERRY",-85.4572,46.3111,265,"ASOS"
"KESC","ESCANABA (AW",-87.0300,45.7500,187,"ASOS"
"KESF","ALEXANDRIA/E",-92.2903,31.3950,34,"ASOS"
"KESN","EASTON / NEW",-76.0667,38.8000,22,"ASOS"
"KEST","ESTHERVILLE",-94.7472,43.4011,401,"ASOS"
"KETB","WEST BEND",-88.1281,43.4222,270,"ASOS"
"KETC","TARBORO-EDGE",-77.5464,35.9372,16,"ASOS"
"KETH","WHEATON NDB",-96.5000,45.7000,313,"ASOS"
"KEUF","WEEDON FIELD",-85.1289,31.9514,87,"ASOS"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS"
"KEUL","CALDWELL",-116.6300,43.6300,740,"ASOS"
"KEVM","EVELETH MUNI",-92.5000,47.4000,421,"ASOS"
"KEVV","EVANSVILLE R",-87.5203,38.0431,127,"ASOS"
"KEVW","EVANSTON/BUR",-111.0306,41.2731,2183,"ASOS"
"KEWB","NEW BEDFORD",-70.9569,41.6753,24,"ASOS"
"KEWK","NEWTON (AWOS",-97.2800,38.0500,467,"ASOS"
"KEWN","NEW BERN/CRA",-77.0472,35.0675,5,"ASOS"
"KEWR","NEWARK INTL",-74.1694,40.6825,5,"ASOS"
"KEXX","LEXINGTON_DA",-80.3039,35.7811,223,"ASOS"
"KEYE","EAGLE CREEK",-86.2958,39.8250,250,"ASOS"
"KEYF","ELIZABETHTOW",-78.5833,34.6000,40,"ASOS"
"KEYW","KEY WEST INT",-81.7536,24.5536,1,"ASOS"
"KEZF","SHANNON ARPT",-77.4500,38.2700,26,"ASOS"
"KEZS","SHAWANO MUNI",-88.5600,44.7872,248,"ASOS"
"KF05","WILBARGER CO",-99.2839,34.2256,386,"ASOS"
"KF24","MINDEN-WEBST",-93.2981,32.6461,85,"ASOS"
"KFAF","FORT EUSTIS/",-76.6200,37.1300,4,"ASOS"
"KFAM","FARMINGTON A",-90.4300,37.7700,288,"ASOS"
"KFAR","FARGO/HECTOR",-96.8111,46.9253,274,"ASOS"
"KFAT","FRESNO AIR T",-119.7194,36.7800,101,"ASOS"
"KFAY","FAYETTEVILLE",-78.8800,34.9894,57,"ASOS"
"KFBG","FORT BRAGG/S",-78.9300,35.1300,74,"ASOS"
"KFBL","FARIBAULT MU",-93.3200,44.3300,322,"ASOS"
"KFCI","CHESTERFIELD",-77.5247,37.4064,72,"ASOS"
"KFCM","MINNEAPOLIS/",-93.4703,44.8322,287,"ASOS"
"KFCS","FORT CARSON/",-104.7700,38.6800,1789,"ASOS"
"KFDK","FREDERICK MU",-77.3744,39.4175,92,"ASOS"
"KFDR","FREDERICK",-98.9831,34.3444,382,"ASOS"
"KFDW","FAIRFIELD CO",-81.1089,34.3156,176,"ASOS"
"KFDY","FINDLAY(AWOS",-83.6686,41.0136,248,"ASOS"
"KFEP","FREEPORT",-89.5822,42.2464,262,"ASOS"
"KFET","FREMONT MUNI",-96.5200,41.4500,367,"ASOS"
"KFFA","FIRST FLIGHT",-75.6714,36.0183,4,"ASOS"
"KFFC","PEACHTREE CI",-84.5669,33.3553,246,"ASOS"
"KFFL","FAIRFIELD",-91.9800,41.0500,244,"ASOS"
"KFFM","FERGUS FALLS",-96.1500,46.2800,361,"ASOS"
"KFFO","WRIGHT-PATER",-84.0500,39.8300,251,"ASOS"
"KFFX","FREMONT MUNI",-85.9950,43.4394,235,"ASOS"
"KFGN","FLAG ISLAND",-94.8800,49.3200,328,"ASOS"
"KFHR","FRIDAY HARBO",-123.0253,48.5203,33,"ASOS"
"KFHU","SIERRA VISTA",-110.3444,31.5886,1438,"ASOS"
"KFIG","CLEARFIELD-L",-78.4117,41.0467,462,"ASOS"
"KFIT","FITCHBURG",-71.7558,42.5519,106,"ASOS"
"KFKA","PRESTON/FILL",-92.1797,43.6767,389,"ASOS"
"KFKL","FRANKLIN(AWO",-79.8700,41.3800,469,"ASOS"
"KFKN","FRANKLIN/J B",-76.9000,36.7000,12,"ASOS"
"KFKS","FRANKFORT DO",-86.2008,44.6253,193,"ASOS"
"KFLD","FOND DU LAC",-88.4864,43.7700,246,"ASOS"
"KFLG","FLAGSTAFF (A",-111.6722,35.1403,2137,"ASOS"
"KFLL","FT LAUDERDAL",-80.1525,26.0681,3,"ASOS"
"KFLO","FLORENCE REG",-79.7308,34.1878,45,"ASOS"
"KFLP","FLIPPIN (AWO",-92.4700,36.3000,350,"ASOS"
"KFME","FORT MEADE /",-76.7667,39.0833,46,"ASOS"
"KFMH","OTIS ANGB",-70.5200,41.6500,40,"ASOS"
"KFMN","FARMINGTON R",-108.2292,36.7436,1677,"ASOS"
"KFMY","FORT MYERS/P",-81.8625,26.5842,5,"ASOS"
"KFNB","FALLS CITY/B",-95.5919,40.0789,300,"ASOS"
"KFNL","FORT COLLINS",-105.0200,40.4500,1529,"ASOS"
"KFNT","FLINT/BISHOP",-83.7494,42.9667,238,"ASOS"
"KFOA","FLORA",-88.4531,38.6650,144,"ASOS"
"KFOD","FORT DODGE (",-94.1800,42.5500,355,"ASOS"
"KFOE","TOPEKA/FORBE",-95.6506,38.9414,329,"ASOS"
"KFOZ","BIGFORK",-93.6503,47.7828,411,"ASOS"
"KFPK","CHARLOTTE/FI",-84.8114,42.5744,271,"ASOS"
"KFPR","FT PIERCE/ST",-80.3767,27.4981,8,"ASOS"
"KFQD","RUTHERFORDTO",-81.9350,35.4283,329,"ASOS"
"KFRG","FARMINGDALE/",-73.4169,40.7342,24,"ASOS"
"KFRI","FT RILEY/MAR",-96.7700,39.0500,325,"ASOS"
"KFRM","FAIRMONT MUN",-94.4200,43.6500,354,"ASOS"
"KFSD","SIOUX FALLS/",-96.7536,43.5769,435,"ASOS"
"KFSE","FOSSTON(AWOS",-95.7700,47.5900,389,"ASOS"
"KFSI","FORT SILL",-98.4000,34.6500,362,"ASOS"
"KFSM","FORT SMITH M",-94.3650,35.3336,142,"ASOS"
"KFSO","FRANKLIN COU",-73.0975,44.9403,69,"ASOS"
"KFST","FORT STOCKTO",-102.9167,30.9119,917,"ASOS"
"KFSW","FORT MADISON",-91.3300,40.6700,221,"ASOS"
"KFTG","DENVER NEXRA",-104.5500,39.7833,1709,"ASOS"
"KFTK","FORT KNOX/GO",-85.9700,37.9000,230,"ASOS"
"KFTW","FORT WORTH/M",-97.3642,32.8253,216,"ASOS"
"KFTY","ATLANTA/FULT",-84.5244,33.7775,256,"ASOS"
"KFUL","FULLERTON MU",-117.9847,33.8719,29,"ASOS"
"KFVE","FRENCHVILLE",-68.3072,47.2850,301,"ASOS"
"KFVX","FARMVILLE",-78.4300,37.3500,125,"ASOS"
"KFWA","FORT WAYNE/B",-85.1953,40.9783,248,"ASOS"
"KFWC","FAIRFIELD",-88.4128,38.3786,133,"ASOS"
"KFWN","SUSSEX_AIRPO",-74.6231,41.2003,128,"ASOS"
"KFWS","DFW NEXRAD",-97.3000,32.5700,233,"ASOS"
"KFXE","FORT LAUDERD",-80.1833,26.2000,4,"ASOS"
"KFXY","FOREST CITY",-93.6242,43.2347,375,"ASOS"
"KFYJ","MIDDLE PENIN",-76.7647,37.5211,7,"ASOS"
"KFYV","FAYETTEVILLE",-94.1678,36.0103,381,"ASOS"
"KFZY","OSWEGO COUNT",-76.3881,43.3508,145,"ASOS"
"KGAD","GADSDEN MUNI",-86.0800,33.9700,173,"ASOS"
"KGAF","HUTSON FIELD",-97.3708,48.4047,251,"ASOS"
"KGAG","GAGE/SHATTUC",-99.7689,36.2967,677,"ASOS"
"KGAI","MONTGOMERY C",-77.1661,39.1683,164,"ASOS"
"KGAO","SOUTH LAFOUR",-90.2611,29.4447,0,"ASOS"
"KGBD","GREAT BEND (",-98.8700,38.3500,575,"ASOS"
"KGBG","GALESBURG MU",-90.4311,40.9381,233,"ASOS"
"KGCC","GILLETTE (AM",-105.5419,44.3394,1330,"ASOS"
"KGCD","GRANT COUNTY",-118.9625,44.4042,1127,"ASOS"
"KGCK","GARDEN CITY",-100.7244,37.9275,881,"ASOS"
"KGCM","CLAREMORE RG",-95.4797,36.2944,221,"ASOS"
"KGCN","GRAND CANYON",-112.1547,35.9461,2014,"ASOS"
"KGDB","GRANITE FALL",-95.5561,44.7533,319,"ASOS"
"KGDJ","GRANBURY MUN",-97.8169,32.4444,237,"ASOS"
"KGDP","GUADALUPE PA",-104.8089,31.8311,1661,"ASOS"
"KGDV","GLENDIVE(AWO",-104.8000,47.1300,749,"ASOS"
"KGED","GEORGETOWN/S",-75.3625,38.6900,15,"ASOS"
"KGEG","SPOKANE INTL",-117.5278,47.6214,723,"ASOS"
"KGEV","JEFFERSON(NC",-81.4200,36.4300,969,"ASOS"
"KGEY","GREYBULL/SOU",-108.0758,44.5158,1199,"ASOS"
"KGEZ","SHELBYVILLE",-85.8047,39.5831,245,"ASOS"
"KGFA","MALMSTROM AF",-111.1800,47.5000,1075,"ASOS"
"KGFK","GRAND FORKS",-97.1825,47.9481,257,"ASOS"
"KGFL","GLEN FALLS/W",-73.6106,43.3411,100,"ASOS"
"KGGE","GEORGETOWN C",-79.3306,33.3117,12,"ASOS"
"KGGG","LONGVIEW/GRE",-94.7139,32.3906,111,"ASOS"
"KGGI","GRINNELL REG",-92.7350,41.7092,307,"ASOS"
"KGGW","GLASGOW INTL",-106.6214,48.2139,699,"ASOS"
"KGHG","MARSHFIELD M",-70.6722,42.0983,3,"ASOS"
"KGHW","GLENWOOD (AS",-95.3200,45.6500,425,"ASOS"
"KGIF","WINTER HAVEN",-81.7575,28.0606,44,"ASOS"
"KGJT","GRAND JUNCTI",-108.5386,39.1339,1481,"ASOS"
"KGKJ","MEADVILLE",-80.2147,41.6264,427,"ASOS"
"KGKY","ARLINGTON (W",-97.0958,32.6639,192,"ASOS"
"KGLD","GOODLAND/REN",-101.6931,39.3675,1114,"ASOS"
"KGLE","GAINESVILLE",-97.1969,33.6514,256,"ASOS"
"KGLH","GREENVILLE M",-90.9856,33.4828,40,"ASOS"
"KGLR","GAYLORD/OSTE",-84.6889,45.0164,404,"ASOS"
"KGLS","GALVESTON/SC",-94.8642,29.2703,2,"ASOS"
"KGLW","GLASGOW MUNI",-85.9536,37.0317,218,"ASOS"
"KGLY","CLINTON MEMO",-93.6842,38.3567,251,"ASOS"
"KGMJ","GROVE MUNI A",-94.7386,36.6053,254,"ASOS"
"KGMU","GREENVILLE D",-82.3461,34.8461,319,"ASOS"
"KGNA","GRAND MARAIS",-90.3400,47.7500,186,"ASOS"
"KGNC","GAINES COUNT",-102.6528,32.6753,1010,"ASOS"
"KGNR","GREENVILLE (",-69.5800,45.4700,316,"ASOS"
"KGNT","GRANTS-MILAN",-107.9022,35.1653,1988,"ASOS"
"KGNV","GAINESVILLE",-82.2756,29.6919,46,"ASOS"
"KGOK","GUTHRIE",-97.4075,35.8519,327,"ASOS"
"KGON","GROTON/NEW L",-72.0494,41.3275,3,"ASOS"
"KGOP","CITY-COUNTY",-97.7969,31.4214,276,"ASOS"
"KGOV","GRAYLING AAF",-84.7289,44.6803,353,"ASOS"
"KGPI","KALISPELL/GL",-114.2636,48.3042,906,"ASOS"
"KGPM","GRAND_PRAIRI",-97.0467,32.6986,180,"ASOS"
"KGPT","GULFPORT-BIL",-89.0808,30.4119,8,"ASOS"
"KGPZ","GRAND RAPIDS",-93.5200,47.2200,413,"ASOS"
"KGRB","GREEN BAY/ST",-88.1367,44.4794,211,"ASOS"
"KGRD","GREENWOOD CO",-82.1547,34.2472,192,"ASOS"
"KGRF","FORT LEWIS/G",-122.5800,47.0800,92,"ASOS"
"KGRI","GRAND ISLAND",-98.3125,40.9583,562,"ASOS"
"KGRK","FORT HOOD/GR",-97.8300,31.0700,309,"ASOS"
"KGRR","GRAND RAPIDS",-85.5228,42.8808,242,"ASOS"
"KGSB","SEYMOUR-JOHN",-77.9700,35.3300,33,"ASOS"
"KGSH","GOSHEN MUNIC",-85.7867,41.5261,252,"ASOS"
"KGSO","GREENSBORO/P",-79.9436,36.0975,282,"ASOS"
"KGSP","GREENVILLE/S",-82.2208,34.8839,296,"ASOS"
"KGTB","FORT DRUM/WH",-75.7300,44.0500,207,"ASOS"
"KGTF","GREAT FALLS",-111.3822,47.4733,1120,"ASOS"
"KGTR","GOLDEN TRI(A",-88.5800,33.4500,80,"ASOS"
"KGTU","GEORGETOWN (",-97.6800,30.6800,240,"ASOS"
"KGUC","GUNNISON CO.",-106.9300,38.5300,2339,"ASOS"
"KGUP","GALLUP MUNI/",-108.7894,35.5111,1973,"ASOS"
